word,kana,desc,tags
刃,は,"blade, sword",JLPT_1
～派,～は,"group, party, section (mil)",JLPT_1
バー,バー,bar,JLPT_1
把握,はあく,"grasp, catch, understanding",JLPT_1
パート,パート,part-time job,JLPT_1 Intermediate_Japanese_Ln.08
廃棄,はいき,"disposal, abandon, discarding",JLPT_1
配給,はいきゅう,"distribution (e.g., films, rice",JLPT_1
ばい菌,ばいきん,"bacteria, germ(s)",JLPT_1
配偶者,はいぐうしゃ,spouse,JLPT_1
拝啓,はいけい,-- a formal greeting used at the beginning of a letter --,Intermediate_Japanese_Ln.04 JLPT_1
背景,はいけい,"background, scenery, setting",JLPT_1
背後,はいご,"back, rear",JLPT_1
廃止,はいし,"abolition, repeal",JLPT_1
拝借,はいしゃく,(humble) (polite) borrowing,JLPT_1
排除,はいじょ,"exclusion, removal, rejection",JLPT_1
賠償,ばいしょう,"reparations, indemnity, compensation",JLPT_1
排水,はいすい,drainage,JLPT_1
敗戦,はいせん,"defeat, losing a war",JLPT_1
配置,はいち,"arrangement (of resources), disposition",JLPT_1
配布,はいふ,distribution,JLPT_1
配分,はいぶん,"distribution, allotment",JLPT_1
敗北,はいぼく,defeat (as a verb it means 'to be defeated'),JLPT_1
倍率,ばいりつ,"diameter, magnification",JLPT_1
配慮,はいりょ,"consideration, concern, forethought",JLPT_1
配列,はいれつ,"arrangement, array (programming)",JLPT_1
破壊,はかい,destruction,JLPT_1
いたわる,いたわる,"to sympathize with, to console, to care for",JLPT_1
一概に,いちがいに,"unconditionally, necessarily",JLPT_1
著しい,いちじるしい,"remarkable, considerable",JLPT_1
一同,いちどう,"all present, all concerned, all of us",JLPT_1
一部分,いちぶぶん,"a part, a portion",JLPT_1
一別,いちべつ,parting,JLPT_1
一面,いちめん,"one side, the other hand",JLPT_1
一目,いちもく,"a glance, a look, a glimpse",JLPT_1
一様,いちよう,"uniform, similar, equal",JLPT_1
一律,いちりつ,"even, uniform, equal",JLPT_1
一連,いちれん,"a series, a chain, a ream (of paper)",JLPT_1
一括,いっかつ,"all together, batch",JLPT_1
一気,いっき,"at one push, in one gulp",JLPT_1
一挙に,いっきょに,"at a stroke, with a single swoop",JLPT_1
一見,いっけん,"a look, a glimpse, glance; first meeting",JLPT_1
一切,いっさい,"without exception, the whole",JLPT_1
一心,いっしん,"one mind, with rapt attention",JLPT_1
いっそ,いっそ,"rather, sooner, might as well",JLPT_1
一変,いっぺん,complete change,JLPT_1
意図,いと,"intention, aim, design",JLPT_1
営む,いとなむ,"to carry on (e.g., in ceremony), to run a business",JLPT_1
挑む,いどむ,to challenge,JLPT_1
稲光,いなびかり,(flash of) lightning,JLPT_1
祈り,いのり,"prayer, supplication",JLPT_1
いびき,いびき,snoring,JLPT_1
今更,いまさら,"now, again",JLPT_1
未だ,いまだ,"yet, still",JLPT_1
移民,いみん,"emigrant, immigrant",JLPT_1
嫌々,いやいや,"reluctantly, by no means, unwillingly",JLPT_1
卑しい,いやしい,"greedy, vulgar, shabby",JLPT_1
いやに,いやに,"awfully, terribly",JLPT_1
いやらしい,いやらしい,"unpleasant, disgusting, indecent",JLPT_1
意欲,いよく,"will, desire, ambition",JLPT_1
威力,いりょく,"power, might, authority",JLPT_1
衣類,いるい,"clothes, clothing, garments",JLPT_1
異論,いろん,"different opinion, objection",JLPT_1
印鑑,いんかん,"stamp, seal",JLPT_1
陰気,いんき,"gloom, melancholy",JLPT_1
隠居,いんきょ,retirement; retired person,JLPT_1
インターチェンジ,インターチェンジ,interchange,JLPT_1
インターナショナル,インターナショナル,international,JLPT_1
インターフォン,インターフォン,"entry phone, intercom",JLPT_1
インテリ,インテリ,"(abbr.) egghead, intelligentsia",JLPT_1
インフォメーション,インフォメーション,information,JLPT_1
インフレ,インフレ,(abbr.) inflation,JLPT_1
受かる,うかる,to pass (examination),JLPT_1
受け入れ,うけいれ,"receiving, acceptance",JLPT_1
受け入れる,うけいれる,"to accept, to receive",JLPT_1
受け継ぐ,うけつぐ,"to inherit, to succeed",JLPT_1
受け付ける,うけつける,"to be accepted, to receive (an application)",JLPT_1
受け止める,うけとめる,"to catch, to react to, to take",JLPT_1
受身,うけみ,"passive, passive voice",JLPT_1
受持ち,うけもち,"charge (of something), matter in one's charge",JLPT_1
動き,うごき,"movement, activity, trend",JLPT_1
埋める,うずめる,"to bury, to fill",JLPT_1
嘘つき,うそつき,liar,JLPT_1
うたた寝,うたたね,"dozing, napping",JLPT_1
打ち明ける,うちあける,"to confess, to be open",JLPT_1
打ち切る,うちきる,"to stop, to abort, to discontinue, to close",JLPT_1
打ち消し,うちけし,"(gram) negation, denial, negative",JLPT_1
打ち込む,うちこむ,"to devote oneself to, to shoot into",JLPT_1
団扇,うちわ,fan,JLPT_1
内訳,うちわけ,"the items, breakdown, classification",JLPT_1
写し,うつし,"copy, duplicate",JLPT_1
訴え,うったえ,"lawsuit, complaint",JLPT_1
うっとうしい,うっとうしい,"weary, annoying",JLPT_1
うつむく,うつむく,"to look downward, to stoop",JLPT_1
空ろ,うつろ,"blank, hollow, empty",JLPT_1
器,うつわ,"bowl, vessel, container",JLPT_1
腕前,うでまえ,"ability, skill, facility",JLPT_1
雨天,うてん,rainy weather,JLPT_1
促す,うながす,"to urge, to suggest, to demand",JLPT_1
うぬぼれ,うぬぼれ,"pretension, conceit, hubris",JLPT_1
生まれつき,うまれつき,"by nature, by birth, native",JLPT_1
埋め込む,うめこむ,"to embed, implant",JLPT_1
梅干し,うめぼし,dried plum,JLPT_1
裏返し,うらがえし,"inside out, reverse",JLPT_1
売り出し,うりだし,(bargain) sale,JLPT_1
売り出す,うりだす,"to put on sale, to market",JLPT_1
潤う,うるおう,to be moist; to profit by,JLPT_1
浮気,うわき,"affair, to cheat",JLPT_1
上回る,うわまわる,to exceed,JLPT_1
植わる,うわる,to be planted,JLPT_1
運営,うんえい,"management, administration, operation",JLPT_1
うんざり,うんざり,"tedious, boring, being fed up with",JLPT_1
運送,うんそう,"shipping, freight",JLPT_1
運賃,うんちん,"freight rates, shipping expenses, (passenger) fare",JLPT_1 Intermediate_Japanese_Ln.10
云々,うんぬん,"and so on, and so forth",JLPT_1
運搬,うんぱん,"transport, carriage",JLPT_1
運命,うんめい,fate,JLPT_1
運輸,うんゆ,transportation,JLPT_1
運用,うんよう,"making use of, application, practical use",JLPT_1
エアメール,エアメール,air mail,JLPT_1
～営,～えい,~ run,JLPT_1
英字,えいじ,English letter (character),JLPT_1
映写,えいしゃ,projection,JLPT_1
映像,えいぞう,"reflection, image",JLPT_1
英雄,えいゆう,"hero, great man",JLPT_1
液,えき,"liquid, fluid",JLPT_1
閲覧,えつらん,"inspection, reference, browse",JLPT_1
獲物,えもの,"game, spoils, trophy",JLPT_1
襟,えり,"neck, collar",JLPT_1
エレガント,エレガント,elegant,JLPT_1
円滑,えんかつ,"harmony, smoothness",JLPT_1
縁側,えんがわ,"veranda, porch, balcony, open corridor",JLPT_1
沿岸,えんがん,"coast, shore",JLPT_1
婉曲,えんきょく,"euphemistic, indirect, insinuating",JLPT_1
演出,えんしゅつ,"production (erg. play, direction)",JLPT_1
エンジニア,エンジニア,engineer,JLPT_1
演じる,えんじる,"to perform, to play (a part), to act",JLPT_1
演ずる,えんずる,"to perform, to play (a part), to act",JLPT_1
沿線,えんせん,along railway line,JLPT_1
縁談,えんだん,marriage proposal,JLPT_1
遠方,えんぽう,"long way, distant place",JLPT_1
円満,えんまん,"harmony, peace, smoothness",JLPT_1
追い込む,おいこむ,"to herd, to corner, to drive",JLPT_1
追い出す,おいだす,"to expel, to drive out",JLPT_1
於いて,おいて,"at, in, on",JLPT_1
老いる,おいる,"to age, to grow old",JLPT_1
応急,おうきゅう,emergency,JLPT_1
黄金,おうごん,gold,JLPT_1
往診,おうしん,"doctor's visit, house call",JLPT_1
応募,おうぼ,"subscription, application",JLPT_1
おおい (かん),おおい (かん),hey,JLPT_1
大方,おおかた,"almost all, majority",JLPT_1
大柄,おおがら,"large build, large pattern",JLPT_1
おおげさ,おおげさ,"grandiose, exaggerated",JLPT_1
大筋,おおすじ,"outline, summary",JLPT_1
大空,おおぞら,"heaven, the sky",JLPT_1
オートマチック,オートマチック,automatic,JLPT_1
大幅,おおはば,"full width, large scale, drastic",JLPT_1
おおまかな,おおまかな,"rough, approximate",JLPT_1
大水,おおみず,flood,JLPT_1
公,おおやけ,public,JLPT_1
犯す,おかす,"to perpetrate, to violate",JLPT_1
侵す,おかす,"to invade, to raid, to trespass",JLPT_1
臆病,おくびょう,"cowardice, timidity",JLPT_1
遅らす,おくらす,"to retard, to delay",JLPT_1
厳か,おごそか,"majestic, dignified",JLPT_1
行い,おこない,"conduct, behavior, action",JLPT_1
おごる (ゆうしょくを～),おごる (ゆうしょくを～),to give (someone) a treat,JLPT_1
収まる,おさまる,to settle into; to be obtained,JLPT_1
納まる,おさまる,to settle into; to be obtained,JLPT_1
治まる,おさまる,"to be at peace, to calm down",JLPT_1
お産,おさん,(giving) birth,JLPT_1
押し切る,おしきる,to have one's own way,JLPT_1
押し込む,おしこむ,"to push into, to crowd into",JLPT_1
惜しむ,おしむ,"to be frugal, to value, to regret",JLPT_1
押し寄せる,おしよせる,"to push aside, to advance on",JLPT_1
雄,おす,male (animal),JLPT_1
御世辞,おせじ,"flattery, compliment",JLPT_1
襲う,おそう,to attack,JLPT_1
遅くとも,おそくとも,at the latest,JLPT_1
恐れ,おそれ,"fear, horror",JLPT_1
恐れ入る,おそれいる,"to be filled with awe, to feel small",JLPT_1
おだてる,おだてる,to flatter,JLPT_1
落ち込む,おちこむ,to get depressed,JLPT_1 Genki_Ln.16
落ち着き,おちつき,"calm, composure",JLPT_1
落葉,おちば,fallen leaves,JLPT_1
乙,おつ,2nd in rank,JLPT_1
お使い,おつかい,errand,JLPT_1
おっかない,おっかない,"frightening, scary",JLPT_1
お手上げ,おてあげ,"given in, given up hope",JLPT_1
おどおど,おどおど,"coweringly, hesitantly",JLPT_1
脅す,おどす,"to threaten, to menace",JLPT_1
訪れる,おとずれる,to visit,JLPT_1
お供,おとも,"attendant, companion",JLPT_1
衰える,おとろえる,"to become weak, to decline",JLPT_1
同い年,おないどし,of the same age,JLPT_1
自ずから,おのずから,"naturally, as a matter of course",JLPT_1
怯える,おびえる,to become frightened,JLPT_1
おびただしい,おびただしい,"abundantly, innumerably",JLPT_1
脅かす,おびやかす,"to threaten, to coerce",JLPT_1
帯びる,おびる,"to bear, to carry, to be entrusted",JLPT_1
お袋,おふくろ,mother,JLPT_1
覚え,おぼえ,"memory, sense, experience",JLPT_1
おまけ,おまけ,a discount; something additional,JLPT_1
お宮,おみや,Shinto shrine,JLPT_1
おむつ,おむつ,"diaper, nappy",JLPT_1
思い付き,おもいつき,"plan, idea, suggestion",JLPT_1
趣,おもむき,"flavor, appearance, quaint",JLPT_1
赴く,おもむく,"to go, to proceed",JLPT_1
重んじる,おもんじる,"to respect, to honor, to esteem, to prize",JLPT_1
重んずる,おもんずる,"to honor, to respect, to value",JLPT_1
親父,おやじ,"one's father, old man, one's boss",JLPT_1
及び,および,"and, as well as",JLPT_1
及ぶ,およぶ,"to reach, to extend",JLPT_1
折,おり,"chance, occasion",JLPT_1
檻,おり,"cage, pen, jail cell",JLPT_1
オリエンテーション,オリエンテーション,orientation,JLPT_1
折り返す,おりかえす,"to turn up, to fold back",JLPT_1
織物,おりもの,"textile, fabric",JLPT_1
俺,おれ,I (ego) (boastful first-person pronoun),JLPT_1
愚か,おろか,"foolish, stupid",JLPT_1
おろそか,おろそか,"neglect, negligence, carelessness",JLPT_1
おんぶ,おんぶ,carrying on one's back (erg. Baby),JLPT_1
オンライン,オンライン,on-line,JLPT_1
温和,おんわ,"gentle, mild, moderate",JLPT_1
我,が～,ego,JLPT_1
カーペット,カーペット,carpet,JLPT_1
～界,～かい,"world, circle, kingdom",JLPT_1
～街,～がい,town,JLPT_1
改悪,かいあく,"deterioration, changing for the worse",JLPT_1
海運,かいうん,marine transportation,JLPT_1
外貨,がいか,foreign money,JLPT_1
改革,かいかく,"reform, reformation, innovation",JLPT_1
貝殻,かいがら,shell,JLPT_1
外観,がいかん,"appearance, exterior, facade",JLPT_1
階級,かいきゅう,"class, rank, grade",JLPT_1
海峡,かいきょう,channel,JLPT_1
会見,かいけん,"interview, conference",JLPT_1
介護,かいご,nursing,JLPT_1
開催,かいさい,"holding a meeting, open an exhibition",JLPT_1
回収,かいしゅう,"collection, recovery",JLPT_1
改修,かいしゅう,"repair, improvement",JLPT_1
怪獣,かいじゅう,monster,JLPT_1
解除,かいじょ,"cancellation, release, cancel",JLPT_1
外相,がいしょう,Foreign Minister,JLPT_1
害する,がいする,"to harm, to offend",JLPT_1
概説,がいせつ,"general statement, outline",JLPT_1
回送,かいそう,forwarding,JLPT_1
階層,かいそう,"class, level, stratum, hierarchy",JLPT_1
開拓,かいたく,"cultivation, pioneer",JLPT_1
会談,かいだん,"conversation, interview",JLPT_1
改定,かいてい,reform,JLPT_1
改訂,かいてい,revision,JLPT_1
ガイド,ガイド,guide,JLPT_1
街道,かいどう,highway,JLPT_1
該当,がいとう,"corresponding, answering to, coming under",JLPT_1
街頭,がいとう,in the street,JLPT_1
ガイドブック,ガイドブック,guidebook,JLPT_1
介入,かいにゅう,intervention,JLPT_1
概念,がいねん,"general idea, concept, notion",JLPT_1
開発,かいはつ,"development, exploitation",JLPT_1
海抜,かいばつ,height above sea level,JLPT_1
介抱,かいほう,"nursing, looking after",JLPT_1
解剖,かいぼう,"dissection, autopsy",JLPT_1
外来,がいらい,"(abbr.) imported, outpatient clinic",JLPT_1
回覧,かいらん,circulation,JLPT_1
概略,がいりゃく,"outline, summary, gist",JLPT_1
海流,かいりゅう,ocean current,JLPT_1
改良,かいりょう,"improvement, reform",JLPT_1
回路,かいろ,circuit (electric),JLPT_1
海路,かいろ,sea route,JLPT_1
省みる,かえりみる,to reflect,JLPT_1
顧みる,かえりみる,"to look back, to turn around, to review",JLPT_1
顔付き,かおつき,facial expression,JLPT_1
課外,かがい,extracurricular,JLPT_1
掲げる,かかげる,"to hoist, to fly (a sail), to float (a flag)",JLPT_1
かかと,かかと,shoe heel,JLPT_1
書き取る,かきとる,"to write down, to take dictation",JLPT_1
掻き回す,かきまわす,"to stir up, to churn, to disturb",JLPT_1
かく (はじを),かく (はじを),to humiliate oneself,JLPT_1
～画,～かく,~ strokes,JLPT_1
学芸,がくげい,"arts and sciences, liberal arts",JLPT_1
格差,かくさ,"difference, disparity",JLPT_1
拡散,かくさん,"scattering, diffusion",JLPT_1
学士,がくし,university graduate,JLPT_1
各種,かくしゅ,"every kind, all sorts",JLPT_1
隔週,かくしゅう,every other week,JLPT_1
確信,かくしん,"conviction, confidence",JLPT_1
革新,かくしん,"reform, innovation",JLPT_1
学説,がくせつ,theory,JLPT_1
確定,かくてい,"fixed, decision",JLPT_1
カクテル,カクテル,cocktail,JLPT_1
獲得,かくとく,"acquisition, possession",JLPT_1
楽譜,がくふ,"score (music, sheet music)",JLPT_1
確保,かくほ,"guarantee, insure, secure",JLPT_1
革命,かくめい,revolution,JLPT_1
確立,かくりつ,establishment,JLPT_1
賭,かけ,"betting, gambling, a gamble",JLPT_1
掛～,かけ～,credit,JLPT_1
～掛け,～かけ,"rack, hanger",JLPT_1
崖,がけ,cliff,JLPT_1
駆け足,かけあし,"running fast, double time",JLPT_1
家計,かけい,"household economy, family finances",JLPT_1
駆けっこ,かけっこ,(foot) race,JLPT_1
加工,かこう,"manufacturing, processing, treatment",JLPT_1
化合,かごう,chemical combination,JLPT_1
かさばる,かさばる,to be bulky,JLPT_1
かさむ,かさむ,"to pile up, to increase",JLPT_1
箇条書,かじょうがき,"itemized form, itemization",JLPT_1
頭,かしら,"head, chief",JLPT_1
微か,かすか,"faint, dim, weak",JLPT_1
霞む,かすむ,"to grow hazy, to be misty",JLPT_1
擦る,かする,"to rub, to chafe",JLPT_1
